Number,Konkani Word in Devnagiri,Konkani word in English alphabet,English Meaning,Context/usage in a sentence,Does the Devnagiri Spelling need correction? (Y/N),Does the meaning need correction? (Y/N),Corrected Devnagiri Spelling by user X,Corrected Devnagiri Spelling by user Y,Corrected English meaning by user X,Corrected English meaning by user Y
1781,फोंडु,,pit; cavity after digging,,,,,,,
1782,पोरंर्बोंळू,,aroma,,,,,,,
1783,फोवु,,flattend rice; beaten rice,,,,,,,
1784,फुडे,,before,,,,,,,
1785,फुग्गले,,fluffy,,,,,,,
1786,फुग्गो,,balloon,,,,,,,
1787,फुल्चे,,blooming,,,,,,,
1788,फुळ्ळें,,old,,,,,,,
1789,फुरंगो,,fungus,,,,,,,
1790,"फुट्ले, भेत्लें",,burst,,,,,,,
1791,फूल,,flower,,,,,,,
1792,फूट,,clean,,,,,,,
1793,पि,,drink,,,,,,,
1794,पिंदुचे,,tearing,,,,,,,
1795,पी,,drink,,,,,,,
1796,पिक्चें,,ripen,,,,,,,
1797,पिक्कलें,,ripe,,,,,,,
1798,पीम्प,,drum,,,,,,,
1799,पीट,,batter,,,,,,,
1800,पीठ,,paste,,,,,,,
1801,पिज्जो,,great grand father; grand fathers father,,,,,,,
1802,पिज्जि,,great grand mother; grand father/mothers mother,,,,,,,
1803,पिक्कले,,ripe,,,,,,,
1804,पिक्कास,,pick axe,,,,,,,
1805,पिक्कोळु,,ladybird insect,,,,,,,
1806,पिळ्चे,,to squeeze,,,,,,,
1807,पिल्लो,,drank,,,,,,,
1808,पिन्दिले,,torn,,,,,,,
1809,पिनि,,did not drink,,,,,,,
1810,पिण्सो,,secretion from the nose; mucus,,,,,,,
1811,पिर्कि,,stupid,,,,,,,
1812,पिर्पिरेचे,,grumbling,,,,,,,
1813,पिश्षे,,mad,,,,,,,
1814,पिश्वि,,bag; cover,,,,,,,
1815,पिस्सो,,"mad; lunatic, mad",,,,,,,
1816,"पिथळि, दोडकें",,rashes due to allergy,,,,,,,
1817,पित्त,,stomach upset because of excess bile,,,,,,,
1818,पित्तास,,stingy,,,,,,,
1819,पित्तं आस्सं,,drinking,,,,,,,
1820,पित्तळ,,brass,,,,,,,
1821,पित्थळ,,copper; brass,,,,,,,
1822,पिट्टि,,powder; fine powder,,,,,,,
1823,पित्ट्टो,,coarse powder,,,,,,,
1824,पिवंडो,,drunkard,,,,,,,
1825,पिव्चे,,drinking,,,,,,,
1826,पिव्डो,,drunkard,,,,,,,
1827,पिवुका,,have to drink,,,,,,,
1828,पिव्नू,,after drinking,,,,,,,
1829,पियावू,,onion,,,,,,,
1830,पिय्यावू,,onion,,,,,,,
1831,पाॅंगं,,dent,,,,,,,
1832,पोंत्रं,,great grand children,,,,,,,
1833,पोंत्रु,,grandsons son,,,,,,,
1834,पोड्चे,,falling,,,,,,,
1835,पाॅड्डाळें,,snakegourd; snake gourd,,,,,,,
1836,पोड्दो,,curtain,,,,,,,
1837,पोडिपान,,betel leaf,,,,,,,
1838,पोळेरु,,plate,,,,,,,
1839,पाॅळो,,rice pancake,,,,,,,
1840,पोळो,,dosa,,,,,,,
1841,पोळोचे,,seeing,,,,,,,
1842,पोळोनु बोरोचे,,copy,,,,,,,
1843,पोणोसु,,jack fruit; jackfruit,,,,,,,
1844,पूssरा,,all,,,,,,,
1845,पोप्फळ,,betelnut,,,,,,,
1846,पोर्म्बोळु,,smell; fragrance,,,,,,,
1847,पोर्ने,,old,,,,,,,
1848,पोटोचे,,hugging,,,,,,,
1849,पोटोनु धोर्चे,,hugging,,,,,,,
1850,पाॅट्टो,,dumb,,,,,,,
1851,प्राणि,,animal,,,,,,,
1852,प्रार्थन,,prayer,,,,,,,
1853,प्राय,,age,,,,,,,
1854,प्रायश्चित्त,,repetence,,,,,,,
1855,प्रचंड,,enormous,,,,,,,
1856,प्रदक्षिण,,circumambulation,,,,,,,
1857,प्रदेष,,area,,,,,,,
1858,प्रगथि,,development,,,,,,,
1859,प्रमाण,,authentic / proof,,,,,,,
1860,प्रपंच,,world,,,,,,,
1861,प्रार्थना,,prayer,,,,,,,
1862,प्रसंगु,,topic / subject,,,,,,,
1863,प्रथिष्ट,,incorporate,,,,,,,
1864,प्रतिभा,,talent,,,,,,,
1865,प्रतिफल,,return / reward / retribution / result,,,,,,,
1866,प्रत्यक्ष,,in-person,,,,,,,
1867,प्रवेश,,entry,,,,,,,
1868,प्रयथ्न,,attempt,,,,,,,
1869,प्रयत्न,,attempt; trying,,,,,,,
1870,प्रयोजन,,use,,,,,,,
1871,प्रीति,,love,,,,,,,
1872,पुड्डि,,snuff; powder,,,,,,,
1873,पुदिना पाल्लो,,mint leaves,,,,,,,
1874,पुक्का,,coward,,,,,,,
1875,पुन्नव,,fullmoon; full moon night,,,,,,,
1876,पुण्ण्य,,virtue/spiritual merit,,,,,,,
1877,पुण्य,,good deeds,,,,,,,
1878,पुरा,,all,,,,,,,
1879,पुर्चे,,burying,,,,,,,
1880,पुरो,,enough,,,,,,,
1881,पुरोहिथु,,priest,,,,,,,
1882,पुर्सती,,importance,,,,,,,
1883,पुस्तक,,book,,,,,,,
1884,पुसुचे,,erasing; dusting; cleaning,,,,,,,
1885,पुत्तणों/पुत्तणी,,nephew (brothers son),,,,,,,
1886,पूडे,,before,,,,,,,
1887,पूजा,,prayer,,,,,,,
1888,पूज,,worship,,,,,,,
1889,पूर,,bury,,,,,,,
1890,पूरा,,complete,,,,,,,
1891,पूरो,,enough,,,,,,,
1892,पूशी,,wipe,,,,,,,
1893,पूतू,,son,,,,,,,
1894,पूतु,,son,,,,,,,
1895,प्यालो,,glass (long shape),,,,,,,
1896,रांदई,,gravy,,,,,,,
1897,रांदयकाई,,vegetables,,,,,,,
1898,रंगु,,colour; color,,,,,,,
1899,रॅंव्,,sand,,,,,,,
1900,रांदप,,cooking,,,,,,,
1901,रांदयि,,curry,,,,,,,
1902,रांदेकाइ,,vegetables,,,,,,,
1903,रांधुचे,,cook,,,,,,,
1904,रांद्पो,,cook,,,,,,,
1905,रांपो,,cook,,,,,,,
1906,राब,,stand,,,,,,,
1907,राब्ब,,stop,,,,,,,
1908,राब्चे,,standing,,,,,,,
1909,राब्ता,,stand,,,,,,,
1910,रड्डो,,he boffallo,,,,,,,
1911,रागु,,tune,,,,,,,
1912,राजु,,mackarel,,,,,,,
1913,राक्चे,,"waiting, to protect",,,,,,,
1914,राख,,save; protect,,,,,,,
1915,राक्कुड,,wood,,,,,,,
1916,राक्षसू,,demon,,,,,,,
1917,रान,Rann,forest; Forest/ jungle,जंगल,,,,,,
1918,राणी,,queen,,,,,,,
1919,"राण्णनि, रान्नणी",,stove; cooking stove,,,,,,,
1920,रात्रि,,night,,,,,,,
1921,रायु,,king,,,,,,,
1922,रब्बोचे,,to stop,,,,,,,
1923,"रढ, रडं",,cry,,,,,,,
1924,रगडो,,stone grinder,,,,,,,
1925,रगत,,blood,,,,,,,
1926,रग्डो,,grinding stone,,,,,,,
1927,"रग्ग, कांबळी/गोद्दोडी",,blanket,,,,,,,
1928,रजा,,holiday,,,,,,,
1929,राज्जू,,rope,,,,,,,
1930,रकयि,,pour,,,,,,,
1931,राक्कूडं,,fire wood,,,,,,,
1932,रण्णें,,tears,,,,,,,
1933,रशि,,pus,,,,,,,
1934,राशी,,heap,,,,,,,
1935,रशीदि,,bill / invoice,,,,,,,
1936,रथु,,chariot,,,,,,,
1937,राती,,night,,,,,,,
1938,रट्टो,raTTo,cardboard; card; slap; upper arm,,,,,,,
1939,राव्ळार,,palatial bunglow/house,,,,,,,
1940,रिग्चे,,enter forcibly,,,,,,,
1941,रीण,,loan,,,,,,,
1942,रीथि,,system/method,,,,,,,
1943,"रिवाझ, रीती रीवाज",,customs,,,,,,,
1944,रोड्चें,,crying,,,,,,,
1945,रोड्चे,,cry,,,,,,,
1946,रोगु,,disease,,,,,,,
1947,रोकोचे,,pouring,,,,,,,
1948,राॅम,,body hair,,,,,,,
1949,साक्रेपांकू,,hair,,,,,,,
1950,रोसु,,gravy,,,,,,,
1951,रुची,,tasty,,,,,,,
1952,रुक्कडि,,wooden items like furniture,,,,,,,
1953,रुण,,debt,,,,,,,
1954,रुपै,,rupees,,,,,,,
1955,रुप्याचें,,silver,,,,,,,
1956,रुप्पें,,silver,,,,,,,
1957,रूंद,,wide,,,,,,,
1958,रूचि,,taste; tasty,,,,,,,
1959,रूडि,,practice,,,,,,,
1960,रूकु,,tree,,,,,,,
1961,रूप,,beauty,,,,,,,
1962,संघटन,,association,,,,,,,
1963,साॅसो,,rabbit,,,,,,,
1964,साॅशा पील,,rabbit baby,,,,,,,
1965,संदर्भु,,context; situation,,,,,,,
1966,संगति,,companion,,,,,,,
1967,संघ,,"association, group; company",,,,,,,
1968,संघलि,,cat fish,,,,,,,
1969,संघु,,association,,,,,,,
1970,सांग्तलो,,one who tells,,,,,,,
1971,संघू,,association,,,,,,,
1972,सांखळं,,chain,,,,,,,
1973,संस्कारु,,morals / values,,,,,,,
1974,संतान,,offspring / children / descendents,,,,,,,
1975,संतोशु,,happiness,,,,,,,
1976,"संत्र, साॅल्लारिंग/साॅन्नारींग",,orange,,,,,,,
1977,संन्यासी,,sage,,,,,,,
1978,साॅल,,peels,,,,,,,
1979,साॅरो/सूरू,,toddy,,,,,,,
1980,सांग,,say; tell,,,,,,,
1981,सांग्चे,,telling,,,,,,,
1982,सांजे,,evening,,,,,,,
1983,सांजवाळं/तिळसनां,,evening,,,,,,,
1984,सांखोवु,,bridge,,,,,,,
1985,सांथ,,village fair,,,,,,,
1986,साबुनु,,soap,,,,,,,
1987,साद्ध्य,,possible,,,,,,,
1988,साधारण,,ordinary; almost,,,,,,,
1989,साधन,,means,,,,,,,
1990,"सागर, समुद्रू",,sea/ocean,,,,,,,
1991,"साहस, बलं",,courage,,,,,,,
1992,साइळो,,spider,,,,,,,
1993,सज्जना,,doesnt suit,,,,,,,
1994,सक्काणी,,morning,,,,,,,
1995,साक्कर,,sugar,,,,,,,
1996,साक्षि,,witness,,,,,,,
1997,सालि,,peels,,,,,,,
1998,"साळि, भन्साळी",,Temple kitchen,,,,,,,
1999,सामान्य,,ordinary; common,,,,,,,
2000,सामन्य,,common,,,,,,,
2001,साम्बोळु,,salary,,,,,,,
2002,सान,,small,,,,,,,
2003,सान पक्षि,,chick,,,,,,,
2004,सार्नि खुन्टो,,broom,,,,,,,
2005,सार्नि कुंटो,,broom stick,,,,,,,
2006,सारोचे,,smear,,,,,,,
2007,सासम,,mustard; mustard seed,,,,,,,
2008,सास्सम,,mustard,,,,,,,
2009,सात,,seven,,,,,,,
2010,सावट,,shade,,,,,,,
2011,साव्ळि,,shadow,,,,,,,
2012,सदंचि,,always,,,,,,,
2013,सदाईं,,always,,,,,,,
2014,साडू,,co-brother,,,,,,,
2015,सद्दुक,,wifes sisters husband,,,,,,,
2016,सद्दुकु,,co brother,,,,,,,
2017,सधन,,apparatus,,,,,,,
2018,सडिल,,loose,,,,,,,
2019,सग्ळे,,whole,,,,,,,
2020,सर,,six,,,,,,,
2021,सहायु,,help,,,,,,,
2022,सप्पूरू,,a thin framed person/an under weight person,,,,,,,
2023,सैळो,,spider,,,,,,,
2024,सैन्य,,army,,,,,,,
2025,सैथ्य,,flu (cold),,,,,,,
2026,ऊकडो तांदूलू,,cold,,,,,,,
2027,सैत्य,,cold,,,,,,,
2028,सकाणि,,morning,,,,,,,
2029,सकल,,down; below,,,,,,,
2030,सकरेपांकु,,sugar syrup,,,,,,,
2031,सक्कड,,all,,,,,,,
2032,सल्वुचे,,defeat,,,,,,,
2033,समान,,equal,,,,,,,
2034,सम्बंदु,,relationsip,,,,,,,
2035,सम्भंदु,,connection,,,,,,,
2036,सांभाळचे,,patting,,,,,,,
2037,सम्भ्रमु,,to honour,,,,,,,
2038,सम्ब्रमु,,excitement,,,,,,,
2039,सम्म,,correct,,,,,,,
2040,समुद्रु,,sea,,,,,,,
2041,सन्मानु,,honour,,,,,,,
2042,सण्सणु,,itching,,,,,,,
2043,सपात,,clear,,,,,,,
2044,सप्प सिसोडी,,iguana,,,,,,,
2045,सपूर,,lean,,,,,,,
2046,सराग,,freely / carelessly,,,,,,,
2047,सरपु,,cobra,,,,,,,
2048,सरि,,wire,,,,,,,
2049,सर्पळी,,chain,,,,,,,
2050,सर्पळि,,chain,,,,,,,
2051,सर्पु,,snake,,,,,,,
2052,ससार,,cheap / without self respect,,,,,,,
2053,साट्या सोयरीक,,alliance (exchange brother & sister),,,,,,,
2054,सत्थ,,suits / looks good,,,,,,,
2055,सात्थें,,umbrella,,,,,,,
2056,सत्थें,,umbrella,,,,,,,
2057,सत्य,,truth,,,,,,,
2058,सौचे,,scolding,,,,,,,
2059,सौख्य,,healthy; good health; well,,,,,,,
2060,सौख्य जल्लो,,recovered from sickness,,,,,,,
2061,सौरग,,cheap,,,,,,,
2062,सवाइ,,one and a quarter; one and one fourth,,,,,,,
2063,साव्ळी,,shadow,,,,,,,
2064,सव्रग,,cheap; inexpensive,,,,,,,
2065,सेबु,,apple,,,,,,,
2066,सेवा,,service,,,,,,,
2067,शेवैं,,rice noodle,,,,,,,
2068,शॅण,,cow dung,,,,,,,
2069,शंखु,,conch,,,,,,,
2070,शॅको,,hot(weather),,,,,,,
2071,शाळ,shaaL,cool/cold; cold,,,,,,,
2072,शाप,,curse,,,,,,,
2073,शास्त्र,,science,,,,,,,
2074,शब्द,,word,,,,,,,
2075,शब्दु,,sound; noise/sound,,,,,,,
2076,शक्ति,,energy,,,,,,,
2077,शम्बरि,,one hundred,,,,,,,
2078,शनिवारु,,saturday,,,,,,,
2079,शतमान,,TODO,,,,,,,
2080,शेग्डि,,stove,,,,,,,
2081,शेन्डि,,pigtail,,,,,,,
2082,शेणि,,cow dung biscuit,,,,,,,
2083,षाण,,cowdung,,,,,,,
2084,शिंव्वु,,lion,,,,,,,
2085,शिंयाळे,,tender coconut,,,,,,,
2086,शींग,,horns,,,,,,,
2087,शींकि,,sneeze,,,,,,,
2088,शीध,,straight,,,,,,,
2089,शीक,,study,,,,,,,
2090,शीत,,cooked rice; rice,,,,,,,
2091,शिज्जोचे,,to cook,,,,,,,
2092,शिक्चे,,learn; learning,,,,,,,
2093,शिख्खिलो,,educated,,,,,,,
2094,शिख्वण,,education,,,,,,,
2095,शिक्किलि,,educated (female),,,,,,,
2096,शिक्किलो,,educated (male),,,,,,,
2097,शिकोचे,,teaching,,,,,,,
2098,शिक्षण,,education,,,,,,,
2099,शिक्वन,,education,,,,,,,
2100,शिले पात्थोरू,,rock,,,,,,,
2101,शिम्प्चे,,sprinkling,,,,,,,
2102,शिप्पारस,shipparas,"boasting; adornment, make-ups",,,,,,,
2103,शिर्कुचे,,get entangled.,,,,,,,
2104,शिर्ले,,scratch on the body,,,,,,,
2105,शिर्लो,,chameleon,,,,,,,
2106,शिर्शिरोचे,,to stir continuously,,,,,,,
2107,शिश्यु,,student; disciple,,,,,,,
2108,शिवण,,stich,,,,,,,
2109,शिवोंचे,,stitching,,,,,,,
2110,शियं,,cold(weather),,,,,,,
2111,श्लोक,,verses,,,,,,,
2112,"शोकु, दुख",,grief,,,,,,,
2113,शूर,,brave,,,,,,,
2114,श्रद्धा,,dedication,,,,,,,
2115,शुभ,,auspicious,,,,,,,
2116,"शुक्रवारु, शुक्रारू",,friday,,,,,,,
2117,श्वासू,,breath,,,,,,,
2118,शिंदूचें,,chop; cut,,,,,,,
2119,शिंव्हू,,lion,,,,,,,
2120,सिंवुं,,lion,,,,,,,
2121,शिंयाळें,,tender coconut,,,,,,,
2122,सिद्धि,,power,,,,,,,
2123,सीद,,straight,,,,,,,
2124,सीमेगोंडो,,button rose,,,,,,,
2125,शीतं,,steamed rice,,,,,,,
2126,सीताफल,,custard apple,,,,,,,
2127,सिताफळ,,custardapple,,,,,,,
2128,शिज्जई,,to cook,,,,,,,
2129,सिंव्हांसन,,throne,,,,,,,
2130,सिर्कयि,,insert,,,,,,,
2131,सिस्सोडी,,crocodile,,,,,,,
2132,सिस्सडि,,crocodile,,,,,,,
2133,स्मशान,,crematorium,,,,,,,
2134,संस्थापक,,the one who starts that institution or idea or work,,,,,,,
2135,सोड्चे,,dropping; leaving,,,,,,,
2136,सोद्दि,,search,,,,,,,
2137,सोडि,,drop,,,,,,,
2138,सोड्वानू सांग,,"translate, explain",,,,,,,
2139,सोइ,,grated coconut,,,,,,,
2140,सोइरीक,,alliance,,,,,,,
2141,सोइरिक,,alliance,,,,,,,
2142,सोक्कु,,head weight; arrogance,,,,,,,
2143,सोक्णि,,lizard; house lizard,,,,,,,
2144,साॅल्लारिंग,,orange,,,,,,,
2145,सोल्लोचे,,peel off,,,,,,,
2146,सोलु,,failure,,,,,,,
2147,सोल्वूचें,,defeat,,,,,,,
2148,सोमारु,,monday,,,,,,,
2149,साॅणं,,coconut skin (outer hard skin),,,,,,,
2150,सूणें,,dog,,,,,,,
2151,सूर्यू,,sun,,,,,,,
2152,सूतं,,thread,,,,,,,
2153,साॅप्पनं,,dream,,,,,,,
2154,सोरोचे,,finishing,,,,,,,
2155,सोरोपु,,cobra; snake,,,,,,,
2156,सोरु,,voice; chain,,,,,,,
2157,साॅव्ं,,scold,,,,,,,
2158,सोवण,,abuse,,,,,,,
2159,सोsडी,,leave,,,,,,,
2160,सोयि,,coconut (shredded); coconut grating,,,,,,,
2161,सोय्रें,,guests,,,,,,,
2162,स्पर्दे,,competition,,,,,,,
2163,स्रापुचे,,cursing,,,,,,,
2164,सृष्टी,,creation,,,,,,,
2165,स्थान,,position,,,,,,,
2166,स्थळ,,place,,,,,,,
2167,सुंदर,,beautiful,,,,,,,
2168,सुंगट,,shrimp; prawns,,,,,,,
2169,सुंगटं,,prawn,,,,,,,
2170,सुंकट,,prawn,,,,,,,
2171,सुद्धि,,news,,,,,,,
2172,सुधारण,,development,,,,,,,
2173,सुधर्चे,,improving,,,,,,,
2174,सुधर्सुचे,,rectifying,,,,,,,
2175,सुधर्सुनु,,adjustment,,,,,,,
2176,सुज्जीलें,,swollen,,,,,,,
2177,सुख,,happiness,,,,,,,
2178,सुक्कलें,,dry,,,,,,,
2179,सुक्कले झळ्कें,,dried fish,,,,,,,
2180,सुक्के,,dry,,,,,,,
2181,सुक्कोचे,,drying,,,,,,,
2182,सुलभ,,easy,,,,,,,
2183,सुल्ल्हिवु,,clue,,,,,,,
2184,सुण्या पॅट्टो,,puppy,,,,,,,
2185,सुरई तांदूलू,,rice (boiled),,,,,,,
2186,सुरेरि,,before,,,,,,,
2187,सुर्वेचे,,foremost,,,,,,,
2188,सुत्थु,,around,,,,,,,
2189,सुत्थु मुत्थु,,surroundings,,,,,,,
2190,सुत्तु,,circle; around,,,,,,,
2191,सुत्तुंगुल,,silver ring worn on toe,,,,,,,
2192,सूजि,,swelling,,,,,,,
